DestName,subtype,rating,lang,textwithrating1,textwithrating2,textwithrating3,textwithrating4,textwithrating5,webUrl,longitude,latitude,phone,address,website,numberOfReviews
Al-Dwaihra Mosque,مواقع دينية ومقدسة,5,ja,,,,,"日本から現地ガイド付きのツアーで訪れました。アル・ザウィハ・モスク(Al Dwaihra Mosque)は、「サウジアラビアの真珠」と呼ばれるディルイーヤ(Ad Diriyah)の、アル・ブジャイリ(Al Bujairi)地区にあります。リヤド中心部から北西約20kmに位置します。ワディ ハニファ(Wadi Hanifah)という渓谷に細い川が流れており、対岸はサウード王朝最初の首都でサルワ宮殿 (Salwa Palace)などがある世界遺産のアル・トライフ(Al Turaif)地区です。
川岸はナツメヤシが多く植えられ緑化されており、ピクニックができるような公園となっています。付近の日干し泥煉瓦造りの建物は美しく修復され、地面も石のタイルで覆われ、埃っぽさがまったくありません。モスクの周囲は細い路地となっています。

訪問した時は閑散としており、平日で誰一人いない状態でした。サウジアラビアでは観光地ごとにイベント時期が設定されており、ディルイーヤ シーズン(Diriyah Season)は11月から12月(前回は22 Nov 2019 - 21 Dec 2019)で、普段公開していない遺跡や施設を観ることが出来ますので、この付近を訪問するには最適な時期となります。Al UlaのWinter at Tantora Season 2 (19 Dec 2019 - 7 Mar 2020)の終わり近くに訪れましたので、ディルイーヤではイベント時期でなかったことと、ちょうどクラシックカーのイベント準備で周囲が封鎖されていたこともあります。
公園内やモスク入口にわかりやすい看板などが無いので、アル・ザウィハ・モスク (Al Dwaihra Mosque)には、アラビア語が分からない場合ガイドがいないと訪問は難しいと思います。係の方に中に入れて頂き、ガラス越しに室内を見学しました。

スンナ派の宗教学者ムハンマド・イブン・アブドゥルワッハーブ(Muhammad ibn Abd al-Wahhab)は、1744年にディルイーヤのイブン・サウード(Ibn Saud)に迎え入れられ、教えを広めました。アル・ザウィハ・モスク (Al Dwaihra Mosque)がいつ建てられたかは不明ですが、かなり古いものです。サウジアラビアの10個に分類された歴史的モスクの建築様式ではナジド様式(Najdi Style)と、Abdullatif Al Fozan Awardの""Historical Mosques in the Kingdom of Saudi Arabia: Investigating Architectural Styles Typology""で解説されています。10個の内、今回の旅行で他にMimar MosqueとUmar Ibn Al Khattab MosqueとShafe’i Mosquesも訪れており、短期間で代表するモスクを目にできたことが嬉しく感じました。さらにAbdullatif Al Fozan Awardのサイトには、モスクの建築情報を網羅した「モスクペディア(Mosqpedia)」があり、「Dwaihra」で検索すると写真やDrawingsを参照でき、建築好きにとっては大変貴重なサイトです。

また、モスクの修復前の写真を探していたところ、The Royal Commission for Riyadh City(RCRC)のサイトの、Publications内に「Al-Bujairi…Heart of the Call」というアル・ブジャイリ(Al Bujairi)に関する情報が網羅されている134ページの出版物があり、エジプトの建築家Hassan Fathyが1960年代に撮影したモスクの写真が修復後の写真と共に載っています。他にもレンガや修復後の天井が確認できる写真、当時をイメージしたイラストなどもあります。モスク名は「Al Dhuwayhirah mosque」で記載されています。RCRCのサイトにはリヤドに関する資料が大変充実しており、サウジアラビアに関する出版物はまだ少ないので非常に参考になります。ちなみにアラビア語と英語のバージョンがあります。

モスクの修復前の写真を見るまでは、サウジアラビアの遺跡の修復方法は経年を感じさせない程きれいに直し過ぎると思っていましたが、建築方法が日干し泥煉瓦が基本のシンプルな工法なので、劣化した部分を直し通行可能な状態に修復すると、このように綺麗に直すしか方法が無いのだとよく理解できました。このような誤解を防ぐ為に、現地に修復前の写真を掲示して頂けると一目瞭然なのでわかりやすいと思います。",https://ar.tripadvisor.com/Attraction_Review-g1889404-d23146323-Reviews-Al_Dwaihra_Mosque-Diryah_Riyadh_Province.html,46.57528,24.73679,,"‪Al Imam Abdulaziz Ibn Mohammad Ibn Saud, Al Bujairi, Ad Diriyah‬, الدرعية 13711 المملكة العربية السعودية",,1
Palmarosa Wellness & Spa by L'Occitane,منتجعات صحية,5,ar,,,,,"من افضل النوادي بمدينة الاحساء حيث الاهتمام بالصحة بممارسة جميع الرياضات واهم شي عجبني فيه نظافة المسبح والخدمة الراقيه",https://ar.tripadvisor.com/Attraction_Review-g298543-d10840670-Reviews-Palmarosa_Wellness_Spa_by_L_Occitane-Al_Ahsa_Eastern_Province.html,49.58581,25.37671,+966 13 533 5555,"شارع الملك  خالد انتركونتيننتال الاحساء, الأحساء 31982 المملكة العربية السعودية",http://www.intercontinental.com/icalahsa,2
,رحلات في الطبيعة والحياة البرية,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298547-d23733450-Reviews-Alhasa_Natural_Attractions-Dammam_Eastern_Province.html,,,+966 50 212 4101,"‪4926 Unit 1‬, الدمام 36344-7584 المملكة العربية السعودية",https://alhasa-natural-attractions.start.page,0
‪Alhasa Natural Attractions‬,مدن ملاهٍ,5,en,,,,,"This museum is under development project, it is located in Masjid Nabvi, the great Mosque of Madinah, it is about 519 miles journey from Riyadh. There are regular buses and coaches from Riyadh to Madinah. A new railway line and state of the art trains will soon run between these two cities. The train station has already been built in Madinah and Riyadh",https://ar.tripadvisor.com/Attraction_Review-g293995-d23414844-Reviews-Riyadh_Riyadh_Province.html,46.711918,24.644665,+966 50 033 8844,"‪شارع الملك فيصل‬, الرياض المملكة العربية السعودية",https://www.facebook.com/alwatan.p/,1
Cereza Cafe & Roastery,مقاهى,5,en,,,,,"Specialty coffee house. Cozy, greet atmosphere, friendly staff, verity of beans and very delicious cookies ",https://ar.tripadvisor.com/Attraction_Review-g298547-d23412378-Reviews-Cereza_Cafe_Roastery-Dammam_Eastern_Province.html,50.122524,26.463999,+966 59 330 5525,"‪Prince Mohammed Bin Fahd Road‬, الدمام 32413 المملكة العربية السعودية",http://www.instagram.com/cereza.sa,1
The Old Trench,مواقع تاريخية,5,en,,,,,"Part of the old trench that was dug in the year 1810 to protect the town
from the enemies, and it was known in the past for digging and completely surrounds the town’s houses of shaqra",https://ar.tripadvisor.com/Attraction_Review-g3238662-d25084778-Reviews-The_Old_Trench-Shaqra_Riyadh_Province.html,45.25364,25.256262,,"‪7743+gf2, Shaqra 15551‬, شقرا 15551 المملكة العربية السعودية",,1
Riyadh Airport Transfers,جولات في الطرق الوعرة ومركبات التضاريس الوعرة وسيارات الدفع الرباعي,4,en,,,,"Scenic beauty and value for money. I had a great time with friends. Little Asia, Mangrove Beach, Hay Art Mueseum gave me good memories.",,https://ar.tripadvisor.com/Attraction_Review-g293995-d23992868-Reviews-Riyadh_Airport_Transfers-Riyadh_Riyadh_Province.html,,,+1 585-437-0975,"‪B-dul Theodor Pallady nr 3‬, الرياض 032261 المملكة العربية السعودية",https://taxigo.limo/,1
SMAAASH سماااش,جولات مثيرة,5,ar,,,,,"سماااش مكان يناسب كل الاعمار و الفئات 
 العاب متنوعة للاطفال و الكبار  
سمااش عنده فروع كثيرة حول العالم و هذا اول فرع لهم في السعودية جدة 
يستحق الزيارة",https://ar.tripadvisor.com/Attraction_Review-g295419-d19981691-Reviews-SMAAASH-Jeddah_Makkah_Province.html,,,+966 50 087 8111,"‪Ahmed Alattas‬ SMAAASH- Alzahra Dist. Gold more mall, جدة 2545 المملكة العربية السعودية",http://WWW.SMAAASH.SA,1
Al Dana Massage Center,منتجعات صحية,5,en,,,,,"neet and clean / reasonable price / profational team . good hospitality /  spaicios rooms , sauna super , steam bath very super",https://ar.tripadvisor.com/Attraction_Review-g295419-d16753707-Reviews-Al_Dana_Massage_Center-Jeddah_Makkah_Province.html,39.246964,21.50624,+966 56 989 9100,"‪Abd Al Qadous Al Ansari, Al Sulaymaniyah‬, جدة 22253 المملكة العربية السعودية",,1
Big Fun Museum,متاحف متخصصة,4,en,,,,"Went with my grandson, 5 years old. Paid one fee for grown up, child free. Spent about 5 hours, in and out. 4 areas for children: enigmatic forrest, painted monsters and super heroes , soft ball play area, mirror illusion maze. Each area is not very big but okay for imaginative play. My grandson revisited each area 4 times, he liked the maze and soft ball the most. Staff were very friendly, especially Fatima and Hussain. They made the day more enjoyable and fun. Thank you. Overall for Riyadh it was value for money.",,https://ar.tripadvisor.com/Attraction_Review-g293995-d26821857-Reviews-Big_Fun_Museum-Riyadh_Riyadh_Province.html,46.72833,24.826012,,"شارع الأمين عبدالله العلي النعيم, الرياض 12836 المملكة العربية السعودية",,1
"Historic Jeddah, the Gate to Makkah",جولات في المدينة,5,en,,,,,"City of History and Best Cultural Area in Saudi Arabia, highly recommended to get A Day Tour of this Historical City ",https://ar.tripadvisor.com/Attraction_Review-g295419-d17422024-Reviews-Historic_Jeddah_the_Gate_to_Makkah-Jeddah_Makkah_Province.html,39.22115,21.45689,+966 53 664 9871,"‪Al Rayan District‬, جدة 21577 المملكة العربية السعودية",https://www.naifazab.sa,1
Season Tours سيزن للرحلات,جولات لعدة أيام,5,en,,,,,"Amazing trip with them , unseen locations , safety more than enough , mr.tariq was the guide and he has a huge information about the region , geographically, historically and sometimes legendary local stories , I’m belong originally to Jazan region but I  feel how much I’m foreign one , as a visitor for Jazan for first time ",https://ar.tripadvisor.com/Attraction_Review-g295419-d18895860-Reviews-Season_Tours-Jeddah_Makkah_Province.html,,,+966 50 702 7000,"‪King Abdulaziz st.‬ AlMashaf Station, جدة 23421 المملكة العربية السعودية",https://sa-season.com/,1
Marks and Spencer,متاجر الهدايا والسلع المتخصصة,5,en,,,,,It is my favourite shop in Medina.There are clothes and a load more stuff for both men and women .It is an amazing brand for shopping.,https://ar.tripadvisor.com/Attraction_Review-g298551-d19543753-Reviews-Marks_and_Spencer-Medina_Al_Madinah_Province.html,39.59032,24.49026,,"‪King Abdullah Road‬ Al Noor Medina, المدينة المنورة المملكة العربية السعودية",http://www.facebook.com/MarksandSpencerSaudi/,1
ARABIA TRAVEL,جولات لعدة أيام,5,en,,,,,"I got Sebastian to bring me around Old Riyadh and the Edge of the World and I can’t think of a better way to go. I only had a short time but I had a very special day. Sebastian knows the culture and landscapes very well. He is also very informative, very friendly and engaging. I think that weekend could be the most memorable weekend of the year. The picnic at the end of the day is a nice end to the trip. Only he knows that secret lonely place. ",https://ar.tripadvisor.com/Attraction_Review-g293995-d19283279-Reviews-ARABIA_TRAVEL-Riyadh_Riyadh_Province.html,46.7134,24.70489,+966 53 570 7089,"‪Sulmaniyah‬, الرياض 3489 المملكة العربية السعودية",http://www.arabiatravel.org,1
,سيارات أجرة وحافلات نقل,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d21153680-Reviews-Airport_Transfers_in_Saudi_Arabia-Jeddah_Makkah_Province.html,,,+34 935 47 85 21,"‪Avda 11 de Setembre, 111 Sabadell‬, جدة 08280 المملكة العربية السعودية",https://www.bookairporttransfers.com,0
‪Airport Transfers in Saudi Arabia‬,جولات لعدة أيام,5,en,,,,,"Enjoyed my day tour in taif with mohamed loved the sightseeings. Thanks to my excellent tour operator for the perfect organization answered all my questions
Thank you",https://ar.tripadvisor.com/Attraction_Review-g298553-d21291605-Reviews-Taif_Tours-Taif_Makkah_Province.html,,,+966 55 801 8938,"‪Olya St‬, الطائف 33511 المملكة العربية السعودية",https://saudiarabiatours.net/taif-tours/,1
The House Of Syeda Fatima Bint Al-Husayn,مواقع تاريخية,4,en,,,,"When visiting Makkah and Madinah, our purpose extends beyond performing Umrah and offering prayers at the Prophet Muhammad's (PBUH) mosque. We are drawn to these sacred cities by a desire to explore their rich religious, historical, and cultural significance, steeped in the spiritual aura of Islam. During our recent visit to Madinah, we had the privilege of visiting the house of Syeda Fatimah bint Husayn, a place deeply entrenched in history. She built this house and a well inside it when she moved from her grandmother Fatima's (RA) house. This move was necessitated when Fatima's house became part of the expanding Prophet's Mosque. Syeda Fatimah remained in Madinah while her father participated in the battle of Karbala, where he ultimately met his martyrdom in 110 AH. Fatima was also present in Karbala and was later taken as a captive to Kufa and then to Damascus, along with other members of Imam Hussain's family. Despite the hardships she endured, Fatima played a crucial role as a narrator of the tragic events of Karbala and its aftermath. It is said that Syeda Fatimah's resemblance to her grandmother, Fatima (RA), the daughter of the Prophet Muhammad (PBUH), was striking, adding a poignant layer to her story. Her life and experiences are a testament to the resilience and strength of faith that characterize the descendants of Prophet Muhammad (PBUH).",,https://ar.tripadvisor.com/Attraction_Review-g298551-d27551401-Reviews-The_House_Of_Syeda_Fatima_Bint_Al_Husayn-Medina_Al_Madinah_Province.html,39.61417,24.46861,,"‪Al Usayfirin‬, المدينة المنورة 42315 المملكة العربية السعودية",,1
Bounce Riyadh,مجمعات رياضات,5,en,,,,,"Such a great park that suits kids, females and have a lot of activities. Staff are so friendly and helpful! :)",https://ar.tripadvisor.com/Attraction_Review-g293995-d17451402-Reviews-Bounce_Riyadh-Riyadh_Riyadh_Province.html,46.79474,24.73535,+966 9200 06744,"13212 طريق خريص الفرعي حي الروضة, الرياض المملكة العربية السعودية",http://www.bounce.sa,1
